,Páginas,professional_profile,education,work_experience,skills,certifications,achievements,languages,projects,training_courses,volunteer_work,Orden Cronológico,Formato de Texto,Densidad de Información,Cantidad de Palabras, % Lenguaje de Técnico,LinkedIn,GitHub,Personal Website,Tablas,Errores de ortografia,Fuente principal,Tamaño de fuente más usado,Legibilidad,Uso de negritas,Uso de cursivas,Uso de colores (excluyendo fondo blanco y links),Porcentaje de color real en la CV,Cantidad de imágenes o gráficos,Alineación principal,Consistencia de tamaños,Consistencia de márgenes,Passed
225,2,0,36,31,0,0,0,0,10,168,73,Orden Cronológico,Mixto,15.91,463,4.3678160919540225,False,False,False,4,36,BAAAAA+ArialMT,11.0,Buena,84,0,No,0.0%,0,Justificado,Consistente,Consistente,1
226,3,17,19,32,28,12,0,20,46,105,0,Orden Cronológico,Viñetas,14.37,481,5.555555555555555,False,False,False,0,55,CIDFont+F2,12.0,Buena,0,0,Sí,0.55%,21,Justificado,Inconsistente,Inconsistente,1
227,2,53,16,7,38,52,0,0,33,143,0,Orden Cronológico,Viñetas,17.79,556,4.444444444444445,False,False,True,0,56,AAAAAA+Verdana,10.0,Buena,50,24,Sí,0.17%,0,Justificado,Inconsistente,Consistente,1
228,3,72,93,9,9,7,10,0,83,29,30,Orden Cronológico,Viñetas,21.42,617,5.72737686139748,False,False,False,0,75,BAAAAA+Georgia,11.0,Buena,60,0,Sí,1.21%,8,Justificado,Inconsistente,Inconsistente,1
229,3,0,101,6,0,14,0,3,0,58,49,Orden Cronológico,Viñetas,14.47,380,4.770992366412214,False,False,False,0,70,BAAAAA+ArialMT,12.0,Buena,96,0,Sí,0.17%,1,Justificado,Consistente,Inconsistente,1
230,1,62,23,0,60,12,7,28,23,9,0,Orden Cronológico,Viñetas,37.93,405,3.7783375314861463,False,False,False,1,70,ABCDEE+Calisto MT,12.0,Buena,69,7,Sí,0.63%,3,Justificado,Inconsistente,Consistente,1
231,6,55,256,6,3,44,282,57,108,108,7,Orden Cronológico,Mixto,20.76,1838,1.8363939899833055,True,False,False,5,160,CAAAAA+NotoSans-Regular,10.0,Buena,0,0,No,0.0%,0,Justificado,Inconsistente,Inconsistente,1
232,2,0,40,22,1,0,0,27,26,24,0,Orden Cronológico,Viñetas,16.18,246,5.584415584415584,True,False,False,0,101,BAAAAA+OpenSans-Regular,9.5,Deficiente,41,14,Sí,1.06%,0,Justificado,Inconsistente,Consistente,1
233,2,6,18,24,15,30,27,5,3,10,0,Orden Cronológico,Viñetas,20.09,178,8.033240997229916,False,False,False,0,189,CAAAAA+Calibri,8.5,Deficiente,70,0,Sí,2.39%,8,Justificado,Inconsistente,Consistente,1
234,3,28,186,94,71,6,2,29,0,39,1,Orden Cronológico,Viñetas,12.41,716,7.093821510297483,False,False,False,0,40,EYSHPM+Lato-Regular,9.0,Deficiente,190,0,Sí,31.91%,1,Justificado,Inconsistente,Inconsistente,1
235,1,90,80,43,0,14,0,0,11,2,0,Orden Cronológico,Viñetas,22.33,417,3.480278422273782,False,False,False,1,31,QABAAA+Ubuntu-Regular,8.9,Deficiente,14,41,Sí,17.37%,0,Justificado,Inconsistente,Consistente,1
236,7,154,120,27,12,8,57,0,84,26,0,Orden Cronológico,Viñetas,22.65,809,7.373271889400922,False,False,False,1,402,CAAAAA+Calibri,10.0,Buena,277,0,Sí,0.01%,0,Justificado,Consistente,Inconsistente,1
237,9,588,213,54,0,20,0,41,349,0,0,Orden Cronológico,Viñetas,15.8,1667,6.050955414012739,False,False,False,3,186,ArialMT,12.0,Buena,233,0,Sí,0.02%,0,Justificado,Consistente,Inconsistente,1
238,1,9,1,47,0,0,0,4,0,0,0,No se detectaron suficientes fechas,Viñetas,21.24,90,3.041825095057034,False,False,False,0,61,CAAAAA+ArialMT,10.5,Buena,24,0,Sí,0.36%,0,Justificado,Consistente,Consistente,1
239,3,118,297,0,107,0,0,35,0,345,0,Orden Cronológico,Viñetas,17.53,1054,8.42911877394636,False,False,True,0,54,ABCDEE+Trebuchet MS,10.1,Buena,190,0,Sí,34.25%,6,Justificado,Inconsistente,Inconsistente,1
240,2,57,27,0,67,0,0,12,22,14,0,Orden Cronológico,Viñetas,11.38,268,4.049844236760125,False,False,False,0,45,BAAAAA+Merriweather-Regular,9.0,Deficiente,59,26,Sí,0.09%,0,Justificado,Inconsistente,Consistente,1
241,3,15,169,203,0,3,0,14,1,131,0,Orden Cronológico,Mixto,11.99,714,2.9247910863509747,False,False,False,0,87,BCDFEE+Calibri,9.5,Deficiente,59,13,Sí,0.31%,1,Justificado,Consistente,Inconsistente,1
242,3,0,49,54,154,0,0,7,203,50,0,Orden Cronológico,Viñetas,15.99,928,4.147982062780269,True,False,False,3,97,HYBUEU+OpenSans-Regular,9.0,Deficiente,125,33,Sí,0.38%,1,Justificado,Inconsistente,Inconsistente,1
243,2,2,22,9,28,4,0,0,0,7,0,No se detectaron suficientes fechas,Viñetas,23.18,143,8.751793400286944,False,False,False,0,155,TOKVBY+CharterBT-Roman,10.0,Buena,36,0,No,0.0%,0,Justificado,Inconsistente,Consistente,1
244,1,50,49,22,0,0,0,2,22,9,98,Orden Cronológico,Viñetas,18.08,335,1.607717041800643,False,False,False,0,32,AAXZDD+MyriadPro-Light,10.0,Buena,26,0,No,0.0%,1,Justificado,Inconsistente,Consistente,1
245,2,195,41,31,122,20,0,36,130,92,0,Orden Cronológico,Mixto,23.38,944,6.184486373165619,False,False,True,1,157,AAAAAA+ClearSans,9.0,Deficiente,35,0,No,0.0%,0,Justificado,Inconsistente,Consistente,1
246,2,46,57,17,0,0,0,67,17,15,0,Orden Cronológico,Mixto,15.75,430,8.235294117647058,False,False,False,0,37,AAAAAC+CanelaText-Regular,11.0,Buena,11,0,No,0.0%,0,Justificado,Inconsistente,Consistente,1
247,3,11,68,38,0,0,0,33,491,0,0,Orden Cronológico,Viñetas,16.14,803,4.456824512534819,True,True,False,0,45,GAAAAA+QuattrocentoSans,10.0,Buena,46,35,Sí,0.21%,4,Justificado,Inconsistente,Inconsistente,1
248,2,29,108,37,54,15,0,0,0,14,149,Orden Cronológico,Viñetas,14.85,647,2.365930599369085,True,False,False,2,54,BAAAAA+Inter-Regular,7.6,Deficiente,0,0,Sí,36.55%,1,Justificado,Inconsistente,Consistente,1
249,2,39,57,25,38,0,0,2,0,6,0,Orden Cronológico,Viñetas,9.33,277,8.51063829787234,False,False,False,0,39,AAAAAE+Helvetica,10.0,Buena,49,27,Sí,0.46%,0,Justificado,Inconsistente,Consistente,1
250,3,7,30,100,0,0,32,57,103,40,0,Orden Cronológico,Viñetas,16.64,545,4.436860068259386,True,False,False,0,78,TimesNewRomanPSMT,12.0,Buena,80,0,Sí,0.41%,1,Justificado,Consistente,Consistente,1
251,10,9,389,80,1,68,17,15,13,38,21,Orden Cronológico,Viñetas,9.75,1107,3.6003600360036003,False,False,False,0,133,ArialMT,12.0,Buena,66,70,Sí,0.43%,2,Justificado,Consistente,Inconsistente,1
252,6,0,190,119,0,14,0,66,666,0,0,Orden Cronológico,Viñetas,18.4,1313,1.9077901430842605,False,False,False,0,648,ArialMT,12.0,Buena,39,43,Sí,0.13%,0,Justificado,Consistente,Inconsistente,1
253,1,0,8,32,83,0,0,0,2,55,0,Orden Cronológico,Viñetas,21.33,248,5.381165919282512,True,False,False,1,117,CAAAAA+HindMadurai-Light,11.0,Buena,0,0,Sí,20.27%,1,Justificado,Inconsistente,Consistente,1
254,3,55,187,110,0,0,0,7,228,61,0,Orden Cronológico,Mixto,15.69,942,3.598691384950927,True,True,False,0,95,CIDFont+F2,9.7,Deficiente,0,0,Sí,0.23%,5,Justificado,Inconsistente,Inconsistente,1
255,3,111,88,127,16,0,0,0,46,119,33,Orden Cronológico,Mixto,17.69,992,2.576808721506442,False,False,False,1,89,AAAAAA+Lato-Regular,9.0,Deficiente,33,0,Sí,4.88%,0,Justificado,Inconsistente,Inconsistente,1
256,1,29,10,49,40,0,0,25,5,36,48,Orden Cronológico,Viñetas,25.13,364,7.033639143730887,False,False,False,1,27,BAAAAA+Montserrat-Regular,9.0,Deficiente,30,0,Sí,1.02%,1,Justificado,Inconsistente,Consistente,1
257,1,0,9,19,0,0,0,0,177,0,0,Orden Cronológico,Viñetas,13.36,263,14.122137404580155,False,False,False,0,109,CIDFont+F2,7.5,Deficiente,0,0,Sí,0.32%,0,Justificado,Inconsistente,Consistente,1
258,3,40,36,31,116,0,1,0,202,98,19,Orden Cronológico,Viñetas,19.13,1014,1.6753926701570683,False,False,True,0,76,BCDFEE+Verdana,9.0,Deficiente,265,0,Sí,6.83%,12,Justificado,Inconsistente,Inconsistente,1
259,2,2,73,36,102,71,11,16,10,23,0,Orden Cronológico,Viñetas,24.43,677,3.97456279809221,False,False,False,0,59,CIDFont+F1,11.0,Buena,0,0,Sí,0.52%,0,Justificado,Inconsistente,Consistente,1
260,6,30,50,7,0,0,18,56,395,367,1,Orden Cronológico,Viñetas,13.51,1379,5.293631100082713,False,False,True,0,94,AAAAAA+Calibri,11.0,Buena,342,173,Sí,0.08%,8,Justificado,Inconsistente,Inconsistente,1
261,7,110,81,162,33,0,0,7,87,119,0,Orden Cronológico,Viñetas,8.91,699,2.843016069221261,True,True,True,0,124,DAAAAA+SegoeUI,12.0,Buena,4,0,Sí,1.9%,25,Justificado,Inconsistente,Consistente,1
262,1,9,8,10,0,2,0,3,0,1,0,No se detectaron suficientes fechas,Viñetas,23.55,77,6.756756756756757,True,False,False,0,94,BAAAAA+OpenSans-Regular,9.0,Deficiente,32,10,Sí,1.37%,0,Justificado,Inconsistente,Consistente,1
263,2,1,120,49,46,46,0,10,57,144,0,Orden Cronológico,Viñetas,17.54,673,3.1563845050215207,False,False,True,0,101,ABCDEE+Tahoma,7.4,Deficiente,199,0,Sí,1.05%,2,Justificado,Inconsistente,Consistente,1
264,2,24,296,122,0,75,0,49,77,163,77,Orden Cronológico,Mixto,15.52,1412,4.427736006683375,False,False,True,0,189,AAAAAB+AvenirNextCondensed-Regular,6.0,Deficiente,47,0,Sí,1.27%,0,Justificado,Inconsistente,Consistente,1
265,6,208,456,57,122,7,0,0,53,310,0,Orden Cronológico,Viñetas,17.81,1471,6.905210295040804,False,False,False,33,183,BAAAAA+Roboto-Regular,11.0,Buena,137,107,Sí,0.13%,3,Justificado,Inconsistente,Inconsistente,0
266,1,0,63,64,0,0,0,0,80,0,13,Orden Cronológico,Viñetas,17.29,321,5.69620253164557,False,False,False,0,31,BAAAAA+Raleway-Regular,8.6,Deficiente,70,0,Sí,2.46%,1,Justificado,Inconsistente,Consistente,0
267,3,120,44,63,15,0,0,0,84,166,0,Orden Cronológico,Viñetas,16.08,642,2.8106508875739644,False,False,False,3,80,BCDFEE+SegoeUI,9.8,Deficiente,112,0,Sí,13.22%,19,Justificado,Inconsistente,Inconsistente,0
268,6,58,147,168,0,30,0,4,78,100,15,Orden Cronológico,Viñetas,12.08,753,1.4789533560864618,False,False,False,12,151,ABCDEE+Cambria,11.0,Buena,357,211,Sí,0.79%,5,Justificado,Consistente,Inconsistente,0
269,1,100,61,90,0,0,0,3,0,8,21,Orden Cronológico,Viñetas,21.7,436,5.582524271844661,False,False,False,1,187,BAAAAA+ArialMTPro-Regular,8.5,Deficiente,53,0,Sí,32.45%,1,Justificado,Inconsistente,Consistente,0
270,1,0,34,27,46,7,5,24,38,0,0,Orden Cronológico,Viñetas,18.58,256,2.8112449799196786,False,False,False,2,26,EAAAAA+Merriweather-Regular,9.0,Deficiente,38,13,Sí,0.52%,2,Justificado,Inconsistente,Consistente,0
271,1,0,124,6,18,0,0,0,114,36,0,Orden Cronológico,Viñetas,25.79,404,10.0,False,False,False,6,60,MUFUZY+Poppins-Regular,9.0,Deficiente,58,0,No,0.0%,0,Justificado,Inconsistente,Consistente,0
272,5,57,177,136,24,0,270,44,158,40,0,Orden Cronológico,Mixto,14.46,1204,2.410575427682737,True,True,True,1,122,BAAAAA+Arimo-Regular,10.0,Buena,50,0,Sí,39.92%,0,Justificado,Inconsistente,Inconsistente,0
273,2,78,85,0,105,0,0,57,58,0,21,Orden Cronológico,Viñetas,22.76,630,2.7027027027027026,True,False,False,0,44,AAAAAA+Montserrat-Light,9.7,Deficiente,4,0,Sí,5.75%,2,Justificado,Inconsistente,Consistente,0
274,4,40,32,48,7,18,0,0,164,4,0,Orden Cronológico,Viñetas,16.16,455,0.6610009442870632,True,False,False,5,107,CAAAAA+ArialMT,11.0,Buena,41,0,No,0.0%,0,Justificado,Consistente,Inconsistente,0
275,2,50,61,27,54,0,0,81,119,71,43,Orden Cronológico,Mixto,17.05,827,5.769230769230769,False,False,False,0,51,BCDEEE+Roboto,8.0,Deficiente,108,0,No,0.0%,3,Justificado,Inconsistente,Consistente,0
276,1,15,60,7,26,79,0,47,5,0,0,Orden Cronológico,Viñetas,18.9,375,11.676646706586826,False,False,False,1,26,BAAAAA+ClearSans,9.0,Deficiente,27,0,Sí,1.23%,1,Justificado,Consistente,Consistente,0
277,1,4,99,55,0,47,0,14,38,9,0,Orden Cronológico,Viñetas,22.4,329,12.457912457912458,False,False,False,2,47,BCDEEE+Dotum,10.0,Buena,6,0,Sí,2.09%,6,Justificado,Inconsistente,Consistente,0
278,5,25,38,17,0,18,0,45,43,5,0,Orden Cronológico,Viñetas,16.02,311,8.370044052863436,True,False,False,0,239,BAAAAA+Calibri,11.0,Buena,25,8,Sí,0.26%,1,Justificado,Consistente,Inconsistente,0
279,3,3,27,56,171,0,0,38,48,49,11,Orden Cronológico,Viñetas,10.98,678,9.502923976608187,False,True,True,0,95,BCDEEE+Calibri,9.0,Deficiente,140,41,Sí,0.27%,1,Justificado,Inconsistente,Inconsistente,0
280,2,11,21,24,0,14,0,2,3,0,0,Orden Cronológico,Viñetas,19.79,165,7.169117647058823,False,False,False,0,109,BAAAAA+ArialMT,10.0,Buena,47,10,Sí,0.07%,0,Justificado,Inconsistente,Consistente,0
281,2,144,96,59,33,0,0,7,29,42,0,Orden Cronológico,Mixto,17.93,597,2.1739130434782608,False,False,False,2,31,CAAAAA+Tahoma,10.0,Buena,10,0,No,0.0%,1,Justificado,Consistente,Consistente,0
282,3,0,0,0,0,0,0,0,0,0,0,No se detectaron suficientes fechas,Viñetas,22.7,205,0.0,False,False,False,0,48,VLLKVS+SourceSerifVariable-Roman,10.0,Buena,0,0,Sí,1.29%,1,Justificado,Inconsistente,Consistente,0
283,2,76,101,94,36,227,0,0,0,43,0,Orden Cronológico,Viñetas,19.34,733,2.4296675191815855,False,False,False,2,361,BCDFEE+Verdana,8.5,Deficiente,172,0,Sí,4.38%,1,Justificado,Inconsistente,Consistente,0
284,2,16,66,17,18,0,0,0,30,19,0,Orden Cronológico,Viñetas,11.89,418,3.294117647058824,False,False,False,3,32,CAAAAA+Roboto-Regular,9.5,Deficiente,29,12,No,0.0%,0,Justificado,Inconsistente,Consistente,0
285,4,17,330,28,77,0,0,0,54,243,0,Orden Cronológico,Mixto,17.45,1051,5.744888023369036,True,False,False,1,93,BCDGEE+Calibri,11.0,Buena,48,0,Sí,0.34%,0,Justificado,Consistente,Inconsistente,0
286,1,0,103,44,0,0,0,23,0,10,0,Orden Cronológico,Viñetas,18.27,295,4.301075268817205,True,False,False,0,32,SZSNYN+SFRM1000,10.0,Buena,0,0,No,0.0%,0,Justificado,Consistente,Consistente,0
287,1,29,61,0,29,0,35,0,0,9,0,Orden Cronológico,Viñetas,20.26,228,1.809954751131222,False,False,False,1,25,Aileron-Regular,10.0,Buena,17,0,Sí,0.96%,0,Justificado,Inconsistente,Consistente,0
288,3,5,24,422,93,0,0,1,0,0,0,Orden Cronológico,Viñetas,11.93,613,4.3478260869565215,False,False,False,2,86,CAAAAA+Verdana,10.0,Buena,4,0,Sí,0.28%,1,Justificado,Consistente,Inconsistente,0
289,6,126,65,1,77,17,0,6,7,100,0,Orden Cronológico,Viñetas,7.74,521,6.11439842209073,False,False,False,0,70,ArialMT,12.0,Buena,118,0,Sí,0.56%,1,Justificado,Consistente,Inconsistente,0
290,1,3,170,38,1,0,0,44,45,50,0,Orden Cronológico,Viñetas,26.12,551,5.58659217877095,False,False,False,2,51,BAAAAA+OpenSans-Regular,8.0,Deficiente,131,0,Sí,5.04%,0,Justificado,Inconsistente,Consistente,0
291,5,67,261,17,45,0,38,0,0,0,0,Orden Cronológico,Viñetas,10.18,665,3.6075036075036073,True,False,True,0,106,BAAAAA+ArialMT,11.0,Buena,67,0,Sí,0.23%,1,Justificado,Consistente,Inconsistente,0
292,2,28,14,131,0,0,0,18,134,119,0,Orden Cronológico,Viñetas,12.75,522,5.103969754253308,False,False,False,0,266,KOXSMD+ArialMT,8.0,Deficiente,14,0,Sí,0.18%,1,Justificado,Inconsistente,Consistente,0
293,4,30,264,0,2,122,0,26,82,0,0,Orden Cronológico,Viñetas,11.26,630,9.230769230769232,False,False,True,0,88,Times New Roman,12.0,Buena,85,0,Sí,0.05%,0,Justificado,Consistente,Inconsistente,0
294,2,0,177,2,0,3,0,0,84,22,60,Orden Cronológico,Mixto,15.87,760,3.3156498673740056,True,False,False,0,82,BAAAAA+DejaVuSans,7.5,Deficiente,20,9,Sí,1.49%,0,Justificado,Inconsistente,Consistente,0
295,3,113,90,3,33,2,0,0,166,1,43,Orden Cronológico,Viñetas,23.91,831,6.393244873341375,True,False,False,2,65,QXAAAA+Roboto-Regular,10.0,Buena,98,0,Sí,4.73%,0,Justificado,Inconsistente,Consistente,0
296,2,108,86,25,0,131,0,0,71,19,0,Orden Cronológico,Viñetas,18.74,526,9.414225941422593,False,False,False,0,222,ABCDEE+Verdana,9.1,Deficiente,181,9,Sí,0.28%,3,Justificado,Inconsistente,Consistente,0
297,2,2,7,4,19,0,0,0,7,7,0,Orden Cronológico,Viñetas,15.77,67,1.910828025477707,False,True,False,0,77,BAAAAA+Calibri,11.0,Buena,15,5,Sí,0.13%,8,Justificado,Consistente,Consistente,0
298,4,71,4,247,50,223,0,10,162,0,0,Orden Cronológico,Viñetas,20.2,1123,2.2988505747126435,False,False,True,4,559,AAAAAA+Arimo-Regular,10.8,Buena,154,0,Sí,0.39%,1,Justificado,Inconsistente,Inconsistente,0
299,3,45,243,6,58,0,0,0,48,138,15,Orden Cronológico,Viñetas,20.98,916,4.9052396878483835,False,False,False,1,83,AAAAAA+OpenSans-Light,8.8,Deficiente,91,12,Sí,19.59%,0,Justificado,Inconsistente,Inconsistente,0
300,2,12,13,47,7,4,0,49,40,3,0,Orden Cronológico,Viñetas,14.87,300,3.389830508474576,False,False,False,0,61,OUMUPV+SourceSansPro-Regular,12.0,Buena,7,8,Sí,4.87%,1,Justificado,Inconsistente,Consistente,0
301,6,181,37,17,0,8,0,13,75,99,6,Orden Cronológico,Viñetas,7.53,636,5.623901581722319,False,False,False,0,86,OYDETR+Leelawadee,11.0,Buena,75,0,Sí,0.09%,1,Justificado,Inconsistente,Inconsistente,0
302,4,204,101,71,0,71,0,0,188,74,0,Orden Cronológico,Viñetas,13.83,934,4.183673469387755,False,False,True,0,146,DAAAAA+Merriweather-Regular,9.0,Deficiente,116,33,Sí,0.45%,0,Justificado,Inconsistente,Inconsistente,0
303,3,135,164,110,34,0,40,0,37,0,0,Orden Cronológico,Mixto,21.86,1063,4.131455399061033,False,False,False,0,55,EAAAAA+ArialUnicodeMS,10.0,Buena,22,0,Sí,0.08%,7,Justificado,Inconsistente,Inconsistente,0
304,4,142,173,23,0,0,50,51,0,164,0,Orden Cronológico,Viñetas,10.32,865,9.91105463786531,False,False,True,0,40,ABCDEE+Cambria,9.0,Deficiente,60,69,Sí,0.27%,0,Justificado,Consistente,Inconsistente,0
305,3,60,40,32,12,27,0,0,203,13,0,Orden Cronológico,Mixto,19.54,848,0.9269988412514484,False,False,False,0,64,DAAAAA+Verdana,10.0,Buena,81,174,Sí,0.03%,1,Justificado,Consistente,Inconsistente,0
306,2,11,78,18,17,0,0,111,86,26,0,Orden Cronológico,Viñetas,21.5,535,4.990403071017274,False,False,False,1,40,ABCDEE+Garamond,12.0,Buena,42,34,No,0.0%,0,Justificado,Consistente,Consistente,0
307,1,44,6,58,0,0,0,43,102,0,0,Orden Cronológico,Viñetas,24.88,637,4.49438202247191,False,False,False,1,50,AAAAAA+Lora-Regular,7.8,Deficiente,140,0,No,0.0%,0,Justificado,Inconsistente,Consistente,0
308,3,84,57,26,41,0,7,19,80,114,0,Orden Cronológico,Viñetas,16.0,668,6.202723146747353,False,False,False,3,74,Raleway-Regular,10.1,Buena,84,0,Sí,7.8%,0,Justificado,Inconsistente,Inconsistente,0
309,2,4,11,22,76,0,0,1,36,24,36,Orden Cronológico,Viñetas,10.12,285,8.424908424908425,False,False,False,0,38,BCDFEE+MicrosoftSansSerif,9.0,Deficiente,48,0,No,0.0%,0,Justificado,Inconsistente,Consistente,0
310,6,120,283,27,50,0,0,7,206,60,104,Orden Cronológico,Viñetas,13.3,1284,4.67741935483871,False,False,False,0,112,BCDEEE+Calibri,11.0,Buena,85,105,Sí,0.01%,0,Justificado,Inconsistente,Inconsistente,0
311,3,35,106,0,73,49,0,15,145,20,7,Orden Cronológico,Viñetas,20.82,653,2.037037037037037,True,True,False,3,68,AAAAAA+Montserrat-Light,12.9,Buena,142,0,Sí,5.14%,20,Justificado,Inconsistente,Inconsistente,0
312,1,38,114,25,0,23,0,10,35,20,0,Orden Cronológico,Mixto,16.57,443,7.591623036649215,True,False,False,1,32,DAAAAA+Amiko-Regular,7.5,Deficiente,108,0,No,0.0%,0,Justificado,Inconsistente,Consistente,0
313,2,23,129,111,3,0,0,68,129,50,0,Orden Cronológico,Mixto,26.78,879,4.303510758776897,False,False,False,0,71,AAAAAO+ArialNarrow,11.0,Buena,55,34,Sí,0.11%,0,Justificado,Inconsistente,Consistente,0
314,2,0,0,172,0,19,0,0,0,81,17,Orden Cronológico,Viñetas,11.43,359,1.3262599469496021,False,False,False,3,165,WOSCJM+QuattrocentoSans,10.0,Buena,65,0,Sí,0.3%,4,Justificado,Inconsistente,Consistente,0
315,3,34,0,17,0,7,2,12,0,24,13,Orden Cronológico,Viñetas,15.31,148,5.849056603773585,False,False,False,0,147,BAAAAA+Calibri,11.0,Buena,45,18,Sí,0.02%,0,Justificado,Consistente,Inconsistente,0
316,2,0,17,93,7,11,0,114,0,0,0,Orden Cronológico,Viñetas,11.47,365,8.355795148247978,True,False,False,2,50,RobotoCondensed-Regular,10.0,Buena,37,0,Sí,42.17%,0,Justificado,Inconsistente,Consistente,0
317,3,13,34,6,185,6,0,0,36,38,0,Orden Cronológico,Viñetas,15.36,630,9.193776520509193,True,True,False,0,111,TCQNOL+CMR10,10.0,Buena,0,0,No,0.0%,0,Justificado,Consistente,Inconsistente,0
318,2,140,17,22,0,0,0,0,85,25,0,Orden Cronológico,Viñetas,17.33,519,7.677543186180421,True,False,False,0,30,ArialMT,11.0,Buena,40,0,No,0.0%,0,Justificado,Consistente,Consistente,0
319,2,4,8,25,1,0,1,4,13,1,0,Orden Cronológico,Viñetas,22.5,101,2.8894472361809047,False,False,False,0,108,BAAAAA+TimesNewRomanPSMT,10.0,Buena,12,0,Sí,0.03%,0,Justificado,Inconsistente,Consistente,0
320,1,0,273,16,0,28,0,25,0,51,0,Orden Cronológico,Viñetas,20.72,571,3.8128249566724435,False,False,True,1,68,KHXYDU+GianeGothicsans-Regular,7.0,Deficiente,76,0,No,0.0%,0,Justificado,Inconsistente,Consistente,0
321,3,8,21,136,10,0,0,48,233,0,0,Orden Cronológico,Viñetas,13.6,564,11.72291296625222,False,False,False,0,78,BAAAAA+ArialMT,11.0,Buena,247,23,No,0.0%,0,Justificado,Consistente,Inconsistente,0
322,1,86,16,164,45,0,0,59,0,6,0,Orden Cronológico,Mixto,18.87,474,2.2357723577235773,False,False,False,0,65,ROLNKG+Roboto-Regular,6.9,Deficiente,61,0,Sí,5.77%,9,Justificado,Inconsistente,Consistente,0
323,3,0,24,44,85,0,0,0,47,260,80,Orden Cronológico,Viñetas,14.77,644,4.545454545454546,False,True,False,0,78,EAAAAA+ArialUnicodeMS,10.0,Buena,120,0,Sí,0.14%,6,Justificado,Inconsistente,Inconsistente,0
324,1,0,28,46,59,0,0,3,0,73,0,Orden Cronológico,Viñetas,13.45,299,1.968503937007874,False,False,False,1,26,CAAAAA+ClearSans-Bold,8.3,Deficiente,208,0,Sí,0.7%,1,Justificado,Inconsistente,Consistente,0
325,1,18,68,0,16,19,0,3,67,20,0,Orden Cronológico,Viñetas,15.69,301,5.194805194805195,False,False,False,1,40,BAAAAA+PTSans-Regular,8.2,Deficiente,50,0,Sí,62.0%,0,Justificado,Inconsistente,Consistente,0
326,2,39,70,2,0,42,0,3,0,6,0,Orden Cronológico,Viñetas,20.35,308,3.8367346938775513,False,False,False,0,142,BAAAAA+Roboto-Regular,9.0,Deficiente,32,12,Sí,0.9%,0,Justificado,Inconsistente,Consistente,0
327,5,9,273,0,12,183,20,7,0,64,0,Orden Cronológico,Viñetas,12.27,773,3.7889039242219216,True,False,False,4,49,AAAAAA+TimesNewRomanPSMT,12.0,Buena,106,0,Sí,0.11%,1,Justificado,Consistente,Inconsistente,0
328,6,210,126,16,41,51,0,32,51,110,0,Orden Cronológico,Viñetas,13.05,993,4.37956204379562,False,False,False,0,152,ArialMT,10.0,Buena,193,72,Sí,0.06%,0,Justificado,Inconsistente,Inconsistente,0
329,4,29,121,51,22,48,55,6,231,67,0,Orden Cronológico,Viñetas,18.34,1152,4.821428571428572,False,False,True,0,78,BAAAAA+TrebuchetMS,10.0,Buena,152,0,Sí,0.09%,0,Justificado,Consistente,Inconsistente,0
330,4,127,299,66,55,0,0,7,0,52,0,Orden Cronológico,Viñetas,17.14,863,3.711558854718982,False,False,True,4,112,BAAAAA+BookAntiqua,11.0,Buena,86,4,Sí,0.34%,1,Justificado,Inconsistente,Inconsistente,0
331,2,41,46,0,0,0,55,33,71,0,0,Orden Cronológico,Viñetas,12.92,416,4.866180048661801,True,False,False,0,35,BCDFEE+Tahoma,10.0,Buena,44,0,Sí,0.05%,0,Justificado,Inconsistente,Consistente,0
332,2,0,4,25,0,0,0,120,175,0,14,Orden Cronológico,Viñetas,12.56,565,3.454231433506045,False,False,False,0,35,BCDFEE+Tahoma,9.0,Deficiente,43,0,Sí,0.22%,5,Justificado,Inconsistente,Consistente,0
333,2,49,180,41,0,40,0,201,0,54,0,Orden Cronológico,Mixto,30.76,1019,11.11111111111111,True,False,False,0,104,TimesNewRomanPSMT,10.0,Buena,49,0,Sí,0.72%,0,Justificado,Inconsistente,Consistente,0
334,4,81,150,17,0,3,13,0,167,58,18,Orden Cronológico,Viñetas,15.48,776,3.82830626450116,False,False,False,7,112,BCDFEE+Avenir Next LT Pro Light,8.0,Deficiente,12,23,Sí,12.88%,19,Justificado,Inconsistente,Inconsistente,0
335,6,166,281,106,46,119,0,276,42,71,0,Orden Cronológico,Viñetas,15.25,1806,5.568312284730196,False,False,False,3,115,Helvetica,10.0,Buena,120,35,Sí,8.72%,8,Justificado,Inconsistente,Inconsistente,0
336,3,8,48,41,38,0,0,3,139,35,0,Orden Cronológico,Viñetas,13.64,494,3.578947368421052,False,False,False,0,60,ABCDEE+Calibri,12.0,Buena,98,0,Sí,0.27%,1,Justificado,Consistente,Inconsistente,0
337,1,78,65,2,41,0,19,9,22,3,65,Orden Cronológico,Viñetas,17.8,440,6.161137440758294,True,False,True,2,49,CAAAAA+OpenSans-Regular,7.1,Deficiente,20,47,Sí,41.72%,0,Justificado,Inconsistente,Consistente,0
338,2,145,48,18,0,0,0,0,205,17,0,Orden Cronológico,Viñetas,18.24,626,2.2435897435897436,False,False,False,0,41,BCDFEE+Tahoma,10.0,Buena,52,0,Sí,0.09%,1,Justificado,Inconsistente,Consistente,0
